years,component,description,docs_url,data_url
2003-2004,Questionnaire,Prostate Specific Antigen Follow-up,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/PSQ_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/PSQ_C.xpt
2007-2008,Laboratory,Oral Glucose Tolerance Test,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/OGTT_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/OGTT_E.xpt
2007-2008,Questionnaire,Reproductive Health,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/RHQ_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/RHQ_E.xpt
2005-2006,Laboratory,Oral Glucose Tolerance Test,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/OGTT_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/OGTT_D.xpt
1999-2000,Questionnaire,Reproductive Health,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/RHQ.htm,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/RHQ.xpt
2009-2010,Laboratory,Oral Glucose Tolerance Test,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/OGTT_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/OGTT_F.xpt
2005-2006,Questionnaire,Reproductive Health,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/RHQ_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/RHQ_D.xpt
2011-2012,Laboratory,Oral Glucose Tolerance Test,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/OGTT_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/OGTT_G.xpt
2003-2004,Questionnaire,Reproductive Health,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/RHQ_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/RHQ_C.xpt
2013-2014,Laboratory,Oral Glucose Tolerance Test,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/OGTT_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/OGTT_H.xpt
2001-2002,Questionnaire,Reproductive Health,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/RHQ_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/RHQ_B.xpt
2015-2016,Laboratory,Oral Glucose Tolerance Test,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/OGTT_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/OGTT_I.xpt
2009-2010,Questionnaire,Reproductive Health,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/RHQ_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/RHQ_F.xpt
2005-2006,Laboratory,Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/OPD_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/OPD_D.xpt
2011-2012,Questionnaire,Reproductive Health,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/RHQ_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/RHQ_G.xpt
2003-2004,Laboratory,Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L26OPD_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L26OPD_C.xpt
2013-2014,Questionnaire,Reproductive Health,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/RHQ_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/RHQ_H.xpt
2007-2008,Laboratory,Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/OPD_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/OPD_E.xpt
2015-2016,Questionnaire,Reproductive Health,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/RHQ_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/RHQ_I.xpt
2011-2012,Laboratory,Organophosphate Insecticides - Dialkyl Phosphate Metabolites - Urine,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/OPD_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/OPD_G.xpt
2017-2018,Questionnaire,Reproductive Health,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/RHQ_J.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/RHQ_J.xpt
2015-2016,Laboratory,Organophosphate Insecticides - Dialkyl Phosphate Metabolites - Urine,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/OPD_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/OPD_I.xpt
2017-2020,Questionnaire,Reproductive Health,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_RHQ.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_RHQ.xpt
2017-2018,Laboratory,Organophosphate Insecticides - Dialkyl Phosphate Metabolites - Urine,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/OPD_J.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/OPD_J.xpt
2007-2008,Questionnaire,Respiratory Health,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/RDQ_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/RDQ_E.xpt
2009-2010,Laboratory,Osmolality - Urine,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/UCOSMO_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/UCOSMO_F.xpt
1999-2000,Questionnaire,Respiratory Health,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/RDQ.htm,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/RDQ.xpt
2011-2012,Laboratory,Osmolality - Urine,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/UCOSMO_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/UCOSMO_G.xpt
2005-2006,Questionnaire,Respiratory Health,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/RDQ_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/RDQ_D.xpt
2005-2006,Laboratory,Parathyroid Hormone,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/PTH_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/PTH_D.xpt
2003-2004,Questionnaire,Respiratory Health,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/RDQ_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/RDQ_C.xpt
2003-2004,Laboratory,Perchlorate - Urine,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L04PER_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L04PER_C.xpt
2001-2002,Questionnaire,Respiratory Health,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/RDQ_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/RDQ_B.xpt
2005-2006,Laboratory,"Perchlorate, Nitrate & Iodide - Tap Water",https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/WPIN_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/WPIN_D.xpt
2009-2010,Questionnaire,Respiratory Health,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/RDQ_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/RDQ_F.xpt
2005-2006,Laboratory,"Perchlorate, Nitrate & Thiocyanate - Urine",https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/PERNT_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/PERNT_D.xpt
2011-2012,Questionnaire,Respiratory Health,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/RDQ_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/RDQ_G.xpt
2007-2008,Laboratory,"Perchlorate, Nitrate & Thiocyanate - Urine",https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/PERNT_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/PERNT_E.xpt
2007-2008,Questionnaire,Sexual Behavior,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/SXQ_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/SXQ_E.xpt
2011-2012,Laboratory,"Perchlorate, Nitrate & Thiocyanate - Urine",https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/PERNT_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/PERNT_G.xpt
1999-2000,Questionnaire,Sexual Behavior,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/SXQ.htm,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/SXQ.xpt
2009-2010,Laboratory,"Perchlorate, Nitrate & Thiocyanate - Urine",https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/PERNT_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/PERNT_F.xpt
2005-2006,Questionnaire,Sexual Behavior,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/SXQ_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/SXQ_D.xpt
2013-2014,Laboratory,"Perchlorate, Nitrate & Thiocyanate - Urine",https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/PERNT_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/PERNT_H.xpt
2003-2004,Questionnaire,Sexual Behavior,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/SXQ_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/SXQ_C.xpt
2015-2016,Laboratory,"Perchlorate, Nitrate & Thiocyanate - Urine",https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/PERNT_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/PERNT_I.xpt
2001-2002,Questionnaire,Sexual Behavior,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/SXQ_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/SXQ_B.xpt
2017-2018,Laboratory,"Perchlorate, Nitrate & Thiocyanate - Urine",https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/PERNT_J.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/PERNT_J.xpt
2009-2010,Questionnaire,Sexual Behavior,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/SXQ_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/SXQ_F.xpt
2011-2012,Laboratory,"Perchlorate, Nitrate & Thiocyanate - Urine - Special Sample",https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/PERNTS_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/PERNTS_G.xpt
2011-2012,Questionnaire,Sexual Behavior,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/SXQ_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/SXQ_G.xpt
2013-2014,Laboratory,"Perchlorate, Nitrate & Thiocyanate - Urine - Special Sample",https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/PERNTS_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/PERNTS_H.xpt
2013-2014,Questionnaire,Sexual Behavior,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SXQ_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SXQ_H.xpt
2015-2016,Laboratory,"Perchlorate, Nitrate & Thiocyanate - Urine - Special Sample",https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/PERNTS_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/PERNTS_I.xpt
2015-2016,Questionnaire,Sexual Behavior,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/SXQ_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/SXQ_I.xpt
2001-2002,Laboratory,"Perchlorate, Nitrate & Thiocyanate - Urine (Surplus)",https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/SSNO3P_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/SSNO3P_B.xpt
2007-2008,Questionnaire,Sleep Disorders,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/SLQ_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/SLQ_E.xpt
2015-2016,Laboratory,Perfluoroalkyl and Polyfluoroalkyl,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/PFAS_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/PFAS_I.xpt
2005-2006,Questionnaire,Sleep Disorders,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/SLQ_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/SLQ_D.xpt
2013-2014,Laboratory,Perfluoroalkyl and Polyfluoroalkyl Substances,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SSPFSU_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SSPFSU_H.xpt
2009-2010,Questionnaire,Sleep Disorders,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/SLQ_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/SLQ_F.xpt
2017-2018,Laboratory,Perfluoroalkyl and Polyfluoroalkyl Substances,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/PFAS_J.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/PFAS_J.xpt
2011-2012,Questionnaire,Sleep Disorders,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/SLQ_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/SLQ_G.xpt
2013-2014,Laboratory,Perfluoroalkyl and Polyfluoroalkyl Substances - Linear and Branched PFOS and PFOA Isomers (Surplus),https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SSPFAS_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SSPFAS_H.xpt
2013-2014,Questionnaire,Sleep Disorders,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SLQ_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SLQ_H.xpt
2013-2014,Laboratory,Perfluoroalkyl and Polyfluoroalkyl Substances (formerly Polyfluoroalkyl Chemicals - PFC),https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/PFAS_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/PFAS_H.xpt
2015-2016,Questionnaire,Sleep Disorders,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/SLQ_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/SLQ_I.xpt
2017-2018,Laboratory,Perfluoroalkyl and Polyfluoroalkyl Substances (Surplus),https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/SSPFAS_J.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/SSPFAS_J.xpt
2017-2018,Questionnaire,Sleep Disorders,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/SLQ_J.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/SLQ_J.xpt
2013-2014,Laboratory,Perfluoroalkyl and Polyfluoroalkyl Substances in US children 3-11 Years of Age,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SSPFAC_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SSPFAC_H.xpt
2017-2020,Questionnaire,Sleep Disorders,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_SLQ.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_SLQ.xpt
1999-2000,Laboratory,Perfluoroaokyl Chemicals - Serum (Surplus),https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/SSPFC_A.htm,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/SSPFC_A.xpt
1999-2000,Questionnaire,Smoking - Adult Recent Tobacco Use & Youth Cigarette/Tobacco Use,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/SMQMEC.htm,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/SMQMEC.xpt
2013-2014,Laboratory,Personal Care and Consumer Product Chemicals and Metabolites,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/EPHPP_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/EPHPP_H.xpt
2003-2004,Questionnaire,Smoking - Adult Recent Tobacco Use & Youth Cigarette/Tobacco Use,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/SMQMEC_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/SMQMEC_C.xpt
2015-2016,Laboratory,Personal Care and Consumer Product Chemicals and Metabolites,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/EPHPP_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/EPHPP_I.xpt
2001-2002,Questionnaire,Smoking - Adult Recent Tobacco Use & Youth Cigarette/Tobacco Use,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/SMQMEC_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/SMQMEC_B.xpt
2015-2016,Laboratory,Pertussis and tetanus – Serum (Surplus),https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/SSPT_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/SSPT_I.xpt
2007-2008,Questionnaire,Smoking - Cigarette Use,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/SMQ_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/SMQ_E.xpt
2005-2006,Laboratory,Pesticides - Carbamates & Organophosphorus Metabolites - Urine,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/CARB_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/CARB_D.xpt
2005-2006,Questionnaire,Smoking - Cigarette Use,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/SMQ_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/SMQ_D.xpt
2007-2008,Laboratory,Pesticides - Carbamates & Organophosphorus Metabolites - Urine,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/CARB_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/CARB_E.xpt
2009-2010,Questionnaire,Smoking - Cigarette Use,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/SMQ_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/SMQ_F.xpt
2003-2004,Laboratory,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L26UPP_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L26UPP_C.xpt
2011-2012,Questionnaire,Smoking - Cigarette Use,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/SMQ_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/SMQ_G.xpt
2005-2006,Laboratory,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/UPP_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/UPP_D.xpt
2013-2014,Questionnaire,Smoking - Cigarette Use,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SMQ_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SMQ_H.xpt
2001-2002,Laboratory,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L26PP_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L26PP_B.xpt
2015-2016,Questionnaire,Smoking - Cigarette Use,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/SMQ_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/SMQ_I.xpt
2007-2008,Laboratory,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/UPP_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/UPP_E.xpt
2017-2018,Questionnaire,Smoking - Cigarette Use,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/SMQ_J.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/SMQ_J.xpt
1999-2000,Laboratory,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/LAB26PP.htm,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/LAB26PP.xpt
2017-2020,Questionnaire,Smoking - Cigarette Use,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_SMQ.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_SMQ.xpt
2005-2006,Laboratory,Pesticides - Environmental - Urine,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/PP_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/PP_D.xpt
2003-2004,Laboratory,Pesticides - Environmental - Urine,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L24PP_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L24PP_C.xpt
2009-2010,Laboratory,Pesticides - Environmental - Urine,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/PP_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/PP_F.xpt
2007-2008,Laboratory,Pesticides - Environmental - Urine,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/PP_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/PP_E.xpt
2005-2006,Questionnaire,Smoking - Household Smokers,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/SMQFAM_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/SMQFAM_D.xpt
2011-2012,Laboratory,Pesticides - Environmental - Urine,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/PP_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/PP_G.xpt
2003-2004,Questionnaire,Smoking - Household Smokers,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/SMQFAM_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/SMQFAM_C.xpt
2001-2002,Laboratory,Pesticides - Organochlorine Metabolites - Serum - Pooled Samples (Surplus),https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/SSPST_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/SSPST_B.xpt
2001-2002,Questionnaire,Smoking - Household Smokers,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/SMQFAM_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/SMQFAM_B.xpt
2003-2004,Laboratory,Pesticides - Organochlorine Metabolites - Serum (Surplus),https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L28OCP_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L28OCP_C.xpt
1999-2000,Questionnaire,Smoking - Household Smokers,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/SMQFAM.htm,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/SMQFAM.xpt
2005-2006,Laboratory,Pesticides - Organochlorine Pesticides - Pooled Samples,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/PSTPOL_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/PSTPOL_D.xpt
2009-2010,Questionnaire,Smoking - Household Smokers,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/SMQFAM_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/SMQFAM_F.xpt
2007-2008,Laboratory,Pesticides - Organochlorine Pesticides - Pooled Samples,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/PSTPOL_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/PSTPOL_E.xpt
2011-2012,Questionnaire,Smoking - Household Smokers,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/SMQFAM_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/SMQFAM_G.xpt
2009-2010,Laboratory,Pesticides - Organochlorine Pesticides - Pooled Samples,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/PSTPOL_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/PSTPOL_F.xpt
2013-2014,Questionnaire,Smoking - Household Smokers,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SMQFAM_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SMQFAM_H.xpt
2011-2012,Laboratory,Pesticides - Organochlorine Pesticides - Pooled Samples,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/PSTPOL_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/PSTPOL_G.xpt
2015-2016,Questionnaire,Smoking - Household Smokers,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/SMQFAM_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/SMQFAM_I.xpt
2015-2016,Laboratory,Pesticides - Organochlorine Pesticides - Pooled Samples,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/PSTPOL_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/PSTPOL_I.xpt
2017-2018,Questionnaire,Smoking - Household Smokers,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/SMQFAM_J.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/SMQFAM_J.xpt
2013-2014,Laboratory,Pesticides - Organochlorine Pesticides - Serum - Pooled Samples,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/PSTPOL_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/PSTPOL_H.xpt
2017-2020,Questionnaire,Smoking - Household Smokers,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_SMQFAM.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_SMQFAM.xpt
2005-2006,Laboratory,Phthalates - Urine,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/PHTHTE_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/PHTHTE_D.xpt
2007-2008,Questionnaire,Smoking - Recent Tobacco Use,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/SMQRTU_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/SMQRTU_E.xpt
2007-2008,Laboratory,Phthalates - Urine,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/PHTHTE_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/PHTHTE_E.xpt
2005-2006,Questionnaire,Smoking - Recent Tobacco Use,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/SMQRTU_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/SMQRTU_D.xpt
2003-2004,Laboratory,Phthalates - Urine,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L24PH_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L24PH_C.xpt
